Entrez.Gene	Symbol	GSE7621_FC	GSE8397_FC	GSE20141_FC	GSE20164_FC	GSE20292_FC	GSE20163_FC	GSE20333_FC	GSE7621_statPval	GSE8397_statPval	GSE20141_statPval	GSE20164_statPval	GSE20292_statPval	GSE20163_statPval	GSE20333_statPval	metaZscore	metaPval	effect	significance	metaPvalBonf	metaPvalFDR	PD_Avg_Log_FC	PD_Avg_FC
2451	2015	-0.482728990379414	-0.305407902513982	-2.15842435127253	-0.459685470808918	-0.512337291690431	-0.120633902494566	NA	0.0778461606532429	0.390827334012966	0.0674585178634447	0.660174521704338	0.351246265059725	0.30806783307354	NA	-4.51704408713152	6.27088530369413e-06	2	80	0.0649789135168786	0.00129957827033757	-0.673202984859973	0.627112862287107
3984	4080	-0.589846361101989	-0.83828038189845	NA	-0.824136984828892	-0.574394723494448	-0.64332044678466	-0.197350518483233	0.19225055761343	0.110962967816902	NA	0.394722342223065	0.224863036478766	0.117701560074137	0.942384793048429	-4.51146915599322	6.43801461674975e-06	45	100	0.0667107074587609	0.00130805308742668	-0.611221569431945	0.654642163728759
3544	3388	-0.741492482833497	-0.902091389078574	NA	-1.33626509690895	-0.630137107346027	-0.591639465411815	-0.167073584214959	0.116647584202239	0.0777913440174869	NA	0.166736651470573	0.299514825163211	0.173867090207736	0.970701208804484	-4.49664513207696	6.90340636255726e-06	45	100	0.0715330967288183	0.00137392654987201	-0.728116520965637	0.603691535915668
5016	5419	-0.536163613935748	-1.08202937410384	-1.33913169807255	-0.164848215905798	NA	-0.191150280049813	-0.043621889211205	0.0697409283575371	0.00715078878075699	0.124768609268225	0.869164808451644	NA	0.290735709987666	0.985127212433875	-4.48887554754826	7.16001097211816e-06	8	48	0.0741920336930884	0.00137392654987201	-0.559490845213159	0.678541591831089
4458	5345	-0.834134570690474	-2.18619293982724	NA	-0.245525519215059	-0.599397319290892	-0.876595261329898	-0.196327388775553	0.211887890163091	0.00988216818448587	NA	0.891987034885022	0.268735439746844	0.104347307384968	0.960367408883952	-4.48037879316604	7.45106837829468e-06	45	62	0.0772079705358895	0.00137871375956945	-0.823028833188186	0.565253986484973
9422	7210	-0.342333952292548	-0.527408229934589	-1.79470193798187	-0.413041169142272	-0.220203615396333	-0.336584330795358	-0.27266785567241	0.287376251633273	0.0324273214320838	0.0959865975856482	0.372578102540584	0.534657230405567	0.209086057818204	0.929399992157675	-4.44810157773049	8.66325616799557e-06	1	44	0.0897686604127701	0.00154773552435811	-0.558134441602197	0.679179848037655
4526	666	-0.65995028300895	-1.31282422930857	-0.78105219262159	-0.267316675707063	-0.465536413415151	-0.274953678599342	-0.0145202347181588	0.266019120836325	0.00233996792628397	0.400882488416393	0.902693829573412	0.13300177582906	0.320120108251247	0.996813126624172	-4.43473596886551	9.21851986501743e-06	1	44	0.0955223028413106	0.00161902208205611	-0.539450529625546	0.688032906029345
3916	3895	-0.824075652386421	-1.48732628496652	NA	-0.148186337730714	-0.68905241157375	-0.736499688164118	-0.291003824651557	0.195981792333984	0.0375227514428627	NA	0.83122314618193	0.278877190409475	0.116909633059713	0.92952212894874	-4.41774887395434	9.97342015374159e-06	45	62	0.10334457963307	0.00167104277814844	-0.696024033245513	0.617271020504685
6156	6481	-0.281157334790247	-0.161514310723062	NA	-0.547258860998527	-0.568692321807491	-0.568149660970802	-0.256766306758149	0.241022127158689	0.651936311823832	NA	0.310084374950303	0.181854535095253	0.0689220434880043	0.929399992157675	-4.4172054424513	9.99851884242453e-06	45	100	0.103604652245203	0.00167104277814844	-0.397256466008046	0.759300852990706
3134	8785	-0.601355639947291	-0.719018979868409	-0.86611157364434	-1.15992391578992	-0.549967774091121	-0.633821786386719	-0.674325394271401	0.217401301672411	0.150944324830344	0.427829379185934	0.111882844733375	0.341723771796578	0.15000525221067	0.929399992157675	-4.4004351941363	1.08033989536516e-05	1	79	0.111944819957738	0.00177690190409108	-0.743503580571314	0.597287079725216
4100	524	-0.42602426235907	0.516364341285485	-1.47627222061793	-0.469638626412414	-0.882670147251241	-0.330101752097667	-0.379082853034641	0.226641054769858	0.0449178005324208	0.0711691405027893	0.339613932539774	0.00456431393124632	0.173867090207736	0.929399992157675	-4.38230559952409	1.17429933368385e-05	227	41	0.121680896956321	0.00185816209359916	-0.49248936006964	0.710797562893884
7301	8142	-1.39563239585416	-1.78672719428096	NA	-1.39782634171431	-1.16855797378276	-0.71777199865442	-0.667214140380947	0.210116809867463	0.108275195909168	NA	0.621419846151442	0.246805808912276	0.11404518712733	0.933016440633298	-4.37925176479099	1.19087487742142e-05	45	100	0.123398454798408	0.00185816209359916	-1.18895500744459	0.438620453173615
3505	3341	-0.589011965115108	-0.452956966360125	-2.10713205454398	NA	-0.77660772575125	-0.130231157850609	-0.144115985555351	0.166810959712305	0.061301569137304	0.0818565887722758	NA	0.34859127652544	0.238565429308597	0.956583418442117	-4.37617572417372	1.20779655869985e-05	20	87	0.125151879412478	0.00185816209359916	-0.700009309196071	0.615568234617577
546	6179	-0.508548322065954	-1.39361712203859	-2.10074914189613	-0.683195956319977	-0.659608043584939	-0.552438378831944	-0.296767250715609	0.308899452941151	0.0235388589830029	0.0873879173077725	0.854731122521782	0.437126886295332	0.134844979764296	0.939921342664454	-4.36816385645818	1.25295477013676e-05	1	44	0.129831173281571	0.00185816209359916	-0.884989173636163	0.541491586243299
9411	4554	-0.644217411363622	-0.355596712800956	NA	-0.465229473160308	-0.635018392709959	-0.325245934163187	-0.477414629222743	0.117340075241511	0.45738308906887	NA	0.731580805162761	0.242025633202954	0.0910660629895467	0.929399992157675	-4.36648339566946	1.26262881436912e-05	45	100	0.130833597744928	0.00185816209359916	-0.483787092236796	0.715098016996523
3682	3567	-0.569751011858738	-0.255924170491278	-1.95333880203976	-0.755291932235932	-0.510741771581813	-0.320295657146605	0.206504508800645	0.0818858931967375	0.606954537147037	0.0823352626659182	0.365980970653109	0.304248248726578	0.126470332082064	0.933016440633298	-4.36308074453621	1.2824358346375e-05	3	79	0.132886001185138	0.00185816209359916	-0.594119833793354	0.662448481639443
425	7653	-0.389007344306842	-0.67732798560842	-2.37149976016493	-0.770567333163708	-0.47166140980285	-0.336775759429443	-0.175844203782138	0.28021087383504	0.136194231681855	0.0821247341426402	0.287299448961694	0.414717616700563	0.167725693978088	0.959445265449831	-4.36206958905701	1.28837873654142e-05	1	79	0.133501804680422	0.00185816209359916	-0.741811970894047	0.597987830166442
9564	8241	-0.510058149317244	-0.744706497968692	-2.2207955675151	-0.749050006313325	NA	-0.366938387800975	NA	0.126668553899965	0.112735391095295	0.0711691405027893	0.515040102728579	NA	0.345327678049479	NA	-4.35467219079698	1.33266192392512e-05	9	84	0.138090428557121	0.00186608687239353	-0.918309721783067	0.52912859044613
4944	6641	-0.932472180179034	-0.90605829572381	-0.867391220508963	-0.863760636687982	-0.298989534170051	-0.543895343415347	0.0297241649564866	0.0990499929472067	0.0603620080422542	0.37883195777534	0.426545323263187	0.500142824836464	0.104347307384968	0.991471588612686	-4.34362970200321	1.40147670777413e-05	3	79	0.145221016459555	0.00191080284815204	-0.6261204351041	0.647916392882623
3132	3139	-0.503503389544441	-0.240372823217401	-1.13261367267442	-0.688964863366252	-0.692508223607623	-0.334605327471715	-0.635104539219045	0.224638730730198	0.524673773330061	0.233789407809914	0.426194426939435	0.225753494512211	0.168727582351133	0.929399992157675	-4.33859853443729	1.43394191982615e-05	1	79	0.148585061732386	0.00192967612639462	-0.6039532627287	0.657948576944913
6137	6474	-0.268292355108308	0.320984729594862	-1.99837297847741	-0.384712816831582	-0.571831807712515	-0.315407225511906	-0.271088772318304	0.177244176423491	0.150172968041757	0.066071330497056	0.372578102540584	0.129294967083245	0.117701560074137	0.929399992157675	-4.33290327959221	1.47155769625318e-05	227	79	0.152482808485755	0.00193486284783615	-0.498388746623595	0.707896944467416
4395	5204	-0.542988230046727	-0.823839960300663	-1.88681058856184	-1.38036599827309	-0.666497426793464	-0.602925398980808	-0.0444720949841573	0.358551295996379	0.189561810464182	0.103244551407683	0.112210596963037	0.257596207349745	0.148266004922423	0.991477089240666	-4.33236793066463	1.47514152653017e-05	1	79	0.152854164979056	0.00193486284783615	-0.849699956848678	0.554900128869277
